"resposta","pergunta","pais","ano","n","p"
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DEU","2012",35457.2655,8.51069446874306
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DEU","2015",107736.967594509,14.5223117864354
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DEU","2018",116615.655644259,15.8679047141191
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DEU","2022",85125.3872226743,12.4927303881705
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DNK","2000",2915.828,6.15228039474262
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DNK","2003",2571.9799,5.24289862381642
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DNK","2012",2929.6138,7.04851076912024
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DNK","2015",7517.24929487153,12.3935499840957
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DNK","2018",6821.49966388368,11.3754305598739
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DNK","2022",5878.17247255593,10.3289876075301
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DOM","2015",52447.4707724197,39.6429137614706
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DOM","2018",49260.2955191414,35.1030829075392
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DOM","2022",38201.1781791846,31.3442196294099
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","DZA","2015",84932.8637754331,27.6972909647554
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ESP","2000",18406.4802,4.74071551611646
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ESP","2003",12474.0915,3.76683317954304
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ESP","2012",19084.0976,7.85564587053346
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ESP","2015",40451.6417589415,10.1145437709058
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ESP","2018",47947.7815746295,11.5064597572018
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ESP","2022",54858.6096818657,11.9510007162387
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","EST","2012",702.2343,9.14908184028531
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","EST","2015",1390.45457647789,12.8341009545074
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","EST","2018",1774.17740732507,15.5431860266085
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","EST","2022",1836.60098937767,13.7625134036638
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FIN","2000",3757.3444,6.0730835774616
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FIN","2003",3183.6427,5.56661155918699
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FIN","2012",3500.9492,9.06112196429795
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FIN","2015",7004.71716758754,12.3031651819498
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FIN","2018",8527.30833547874,15.1806065488968
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FIN","2022",7248.80343180944,12.2955397472679
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FRA","2000",59710.8358,8.50652573182587
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FRA","2003",56631.0241,8.00560850037798
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FRA","2012",90005.1785,21.015619577443
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FRA","2015",170341.659409359,23.1775071013997
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FRA","2018",230521.762779265,30.4730557278353
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","FRA","2022",196930.560580579,25.2059597404849
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GBR","2000",44478.1491,7.13677566745368
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GBR","2003",45612.1712,7.05198631109771
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GBR","2012",50797.6461,11.3657832974761
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GBR","2015",126065.015136306,20.0835531118017
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GBR","2018",151632.532773655,25.3888954828255
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GBR","2022",141589.305941655,19.3633108277857
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GEO","2015",1865.65798647858,4.86684109377239
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GEO","2018",7027.38075711494,18.2581463651679
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GEO","2022",5141.86227105244,12.7224188245626
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GRC","2000",15034.7235,10.9540240525532
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GRC","2003",6513.9258,6.41970322515175
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GRC","2012",9165.9238,14.4566548009077
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GRC","2015",14990.8880055051,15.5900543647405
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GRC","2018",18943.3425956324,19.863002536926
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GRC","2022",15624.1973956355,15.9289673798256
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","GTM","2022",48002.4454012346,28.4907224896077
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HKG","2000",11759.8966,16.9685162097844
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HKG","2003",12747.3688,17.7555437128331
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HKG","2012",8180.8329,18.0011849602896
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HKG","2015",14240.7141246319,24.6969397939161
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HKG","2018",14777.7636854147,28.9187540528102
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HKG","2022",11347.4851513363,23.5202972265898
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HRV","2012",2496.4403,8.29380723895823
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HRV","2015",5730.09821976703,14.0103092782346
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HRV","2018",5376.43196369794,15.1612609747073
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HRV","2022",3729.7580169519,10.6465147927307
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HUN","2000",9836.1262,9.28435780884654
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HUN","2003",9760.2921,9.27446410897075
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HUN","2012",6789.1027,11.4011437906507
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HUN","2015",15111.533070292,17.8530125650951
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HUN","2018",17023.1100787562,19.6223338128724
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","HUN","2022",11598.219385429,13.1813461616677
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IDN","2000",107396.7917,6.42609919952632
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IDN","2003",69047.1642,3.83622312591769
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IDN","2012",211326.4101,12.2687529351718
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IDN","2015",114162.650863049,3.69127213380061
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IDN","2018",743775.317976389,19.7365996035398
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IDN","2022",489655.771414944,12.9167933543553
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IRL","2000",3941.52,7.19475221616319
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IRL","2003",2877.8236,5.67428991215432
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IRL","2012",3240.662,9.10892400677413
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IRL","2015",9873.19177568207,16.7108844600385
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IRL","2018",13116.2664985358,21.9927841336116
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","IRL","2022",9311.62303699736,14.2169660440837
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISL","2000",363.1441,9.51453070475273
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISL","2003",384.253,9.90539946907473
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISL","2012",256.3719,9.63274624001799
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISL","2015",679.169719708565,17.141087079993
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISL","2018",771.71959537908,19.9013916467524
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISL","2022",577.916833390016,13.2812450076709
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISR","2000",8049.8511,12.5299973100478
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ISR","2012",7822.9046,11.639650915247
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ITA","2000",39003.786,7.7510955864291
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ITA","2003",22394.2968,4.79759717477501
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ITA","2012",29965.8902,8.76416443000077
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ITA","2015",54975.729699102,11.1041149035586
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ITA","2018",71240.6215502278,13.6679849930073
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ITA","2022",65962.0070677385,13.2917490065893
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JAM","2022",7397.93020734476,29.0167875856723
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JOR","2012",18929.1224,26.7729017136685
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JOR","2015",25165.2389013152,23.157618644185
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JOR","2018",39073.1390309959,34.0059569030452
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JOR","2022",46663.2585268775,32.3446500396683
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JPN","2000",86171.5746,6.18673555881956
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JPN","2003",73063.9637,5.93015552672769
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JPN","2012",62688.4461,8.47704050458478
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JPN","2015",135882.192599438,11.9367825247754
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JPN","2018",135263.717185035,12.5369397761691
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","JPN","2022",64523.8238233049,6.31738233142082
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KAZ","2012",12334.3012,9.00124732245977
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KAZ","2018",45004.7698258855,21.2057801204094
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KAZ","2022",47580.216598786,17.4640796231953
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KHM","2022",32768.5716933905,25.9226557809994
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KOR","2000",88100.1568,15.2022620000692
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KOR","2003",45077.7448,8.48114123385249
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KOR","2012",32913.3273,8.19667807598226
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KOR","2015",49403.6089789856,8.68091238410396
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KOR","2018",48608.4370488215,10.6704143813448
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KOR","2022",36880.3136039115,8.61666135100668
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KSV","2015",2937.46484223657,13.153162111197
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KSV","2018",4313.80218663475,16.759750278102
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","KSV","2022",2806.52089438966,13.3357988723334
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LBN","2015",10644.3526859567,25.1458228526133
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LIE","2000",26.2048,8.40975609756098
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LIE","2003",21.6322,6.66283097473186
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LIE","2012",13.1197,6.48504821140554
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LTU","2012",3515.2547,15.996022152617
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LTU","2015",9197.79470469585,30.7468469438325
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LTU","2018",6425.69008896317,26.277426203522
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LTU","2022",5143.22889480979,21.2080406536004
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LUX","2000",375.1349,9.54579063308405
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LUX","2003",309.6067,7.88734777569887
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LUX","2012",419.2448,11.7005295961206
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LUX","2015",931.832430602583,16.8200783656348
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LUX","2018",1011.90656106167,18.4721891615566
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LVA","2000",2749.2705,9.64198639452127
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LVA","2003",1642.3146,5.05751392009589
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LVA","2012",904.0236,8.60048437538753
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LVA","2015",2420.96090155341,15.8028980537454
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LVA","2018",3025.45534452504,18.9892290255772
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","LVA","2022",2549.21122565445,15.1445580833339
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAC","2003",1008.2502,15.6140775039137
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAC","2012",559.1496,15.7272872102003
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAC","2015",933.992819537093,20.7231589515452
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAC","2018",889.530955986344,23.4148713611689
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAC","2022",776.175214232358,17.5486142259306
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAR","2018",112466.54314091,29.1056487208217
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MAR","2022",114774.509813864,25.2259234265773
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MDA","2015",2608.44784765708,8.89013939196942
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MDA","2018",4216.45910965143,14.9244526847898
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MDA","2022",3931.88799809545,13.6151702543141
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MEX","2000",93639.9624,10.1828346995275
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MEX","2003",92096.3616,9.56200237410766
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MEX","2012",124511.4216,14.4411498490428
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MEX","2015",345986.762289204,24.8376099153446
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MEX","2018",306595.107439101,20.703234196872
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MEX","2022",369006.293276112,26.4762169529862
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MKD","2000",1692.4116,8.93560720556428
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MKD","2015",1916.5480468044,12.0941250474714
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MKD","2022",2579.74619300755,15.5895000273783
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MLT","2015",878.401676359931,20.4470430245311
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MLT","2018",1241.17255390676,31.6224046967178
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MLT","2022",1016.38589949698,25.6987643687954
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MNE","2012",562.5299,11.329368151119
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MNE","2015",1168.85809759259,17.2482476341195
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MNE","2018",1433.18611127353,20.2218665775253
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MNE","2022",880.620156328205,13.8897745830805
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MNG","2022",7798.08346743875,19.1000322109576
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MYS","2012",55848.7706,20.1218284383746
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MYS","2018",80456.1462697808,20.7021017762875
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","MYS","2022",71152.7481396566,18.2234264174333
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NLD","2000",7431.4308,4.81514780309458
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NLD","2003",6847.2677,3.95753356245364
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NLD","2012",9074.3107,7.22401513562931
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NLD","2015",17222.4370302594,8.97859474477232
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NLD","2018",17591.9657825364,9.24527937427303
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NLD","2022",15053.3602056368,9.65037012700999
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NOR","2000",3186.5408,6.53530263342806
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NOR","2003",2773.6092,5.50952572902041
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NOR","2012",3162.7001,8.35448676618511
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NOR","2015",7017.77725389125,12.0824138557397
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NOR","2018",6937.25395634472,12.4846984966995
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NOR","2022",6101.95528070701,10.3475944667782
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NZL","2000",4305.3892,9.33787990801747
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NZL","2003",3692.2417,7.88586692979874
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NZL","2012",4799.7819,13.9134558217559
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NZL","2015",12116.6923253544,22.3248613355012
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NZL","2018",13810.1073246426,26.056989778032
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","NZL","2022",12273.8595720659,21.769042073871
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PAN","2018",11595.9056728903,30.0879019572725
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PAN","2022",11919.5757289913,28.3195104129703
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PER","2000",52104.8344,20.7465152831949
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PER","2012",37745.2653,15.2006682818406
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PER","2015",88803.2979508745,20.5687844586264
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PER","2018",70962.7692877244,16.7133845676871
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PER","2022",94905.8780980853,19.0163540597067
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PHL","2018",376591.648795877,26.888186119632
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PHL","2022",494350.527184337,27.7273965021128
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","POL","2000",55316.1136,11.0518680462419
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","POL","2003",42837.6278,8.19065003190936
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","POL","2012",25512.733,10.2294906661763
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","POL","2015",74165.2240095978,21.4530700530088
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","POL","2018",68464.3600974148,21.4807832872107
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","POL","2022",82082.8476342887,24.0316066816366
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRT","2000",8102.0447,8.33132169837463
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRT","2003",5704.557,6.1621735191809
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRT","2012",5603.6331,8.86371814421001
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRT","2015",12519.7496247174,12.8785913335197
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRT","2018",13006.8484629162,13.1878428653408
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRT","2022",10582.4414962223,10.9541266205454
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PRY","2022",23673.9771134667,29.225612979634
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","PSE","2022",25069.1980314439,28.3642107015062
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAR","2015",4009.94188665253,12.4611360872921
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAT","2012",2185.6004,33.1902520296224
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAT","2015",3161.80590182138,24.413022988
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAT","2018",4537.76298570713,29.7988203663811
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAT","2022",4504.71852706749,24.5519309135252
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAZ","2018",6371.80220726452,31.4327855137366
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QAZ","2022",7877.11271365196,25.8016706459362
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QCH","2015",292633.573644657,21.9728887927985
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QCI","2018",183809.159231701,18.5235166386507
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QCN","2012",7538.2849,13.3178442894059
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QES","2015",38498.333523848,9.78663342824411
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QMR","2018",17788.688300967,27.0609176008013
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QRS","2012",1811.7911,9.9514151269635
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QRT","2018",8646.88825736858,24.6714942661828
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QUC","2015",12446.9693136019,20.4323425958703
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QUD","2015",4478.8191955156,14.8006261333161
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QUE","2015",26281.2626651543,25.231344232228
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","QUR","2022",21399.3274687299,12.9229414311654
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ROM","2000",39997.4515,19.513435478506
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ROU","2012",20983.3582,22.6397442139051
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ROU","2015",20006.7549051475,12.1831959086492
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ROU","2018",24937.5904275087,16.8385995714545
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","ROU","2022",24067.1668174251,14.8545148930099
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","RUS","2000",122813.3631,6.42471488762683
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","RUS","2003",121966.4997,6.22231599660361
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","RUS","2012",68425.6332,8.83939894755779
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","RUS","2015",219268.273301766,19.5612414331537
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","RUS","2018",324344.47692916,25.7950896365545
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","SAU","2018",82337.1896648748,23.2582302019676
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","SAU","2022",62639.2262168103,19.7319002791776
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","SGP","2012",5488.5498,16.3106159999727
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","SGP","2015",10873.6833564644,23.523836738856
"Concordo","Sinto-me como um estranho (ou deixam-me fora de tudo) na escola","SGP","2018",10188.2441080309,23.1246831567452
